MOOD,MOOD_NOTE,support_message
sedih,Aku tahu aku merasa tidak enak ketika meminta suamiku untuk menjaga Audrey sebentar saja agar aku bisa mandi.,"Wajar banget kalau kamu merasa hancur atau kecewa, perasaan sedihmu itu valid kok. Peluk jauh dari sini, semoga hari esok bisa ngasih sedikit rasa lega buat hatimu yang lagi capek."
marah,"Aku benci diriku sendiri karena merasa begitu terganggu oleh kata ""tim"" dan kata ""bulu tangkis"".","Aku paham banget kenapa kamu merasa sekesal ini, wajar kalau kamu marah karena situasinya memang nggak adil. Keluarin aja semua unek-unekmu sampai lega, habis itu kita pakai energimu buat hal yang lebih positif ya."
bahagia,"Aku bisa berempati dengan Tab karena gejolak hormon dan perasaan terhubung seperti ada orang lain yang mengerti dirimu, menganggapmu pintar, dan cukup layak diperhatikan.","Seru banget! Momen manis kayak gini emang paling pas buat disyukuri dan dirayain bareng-bareng. Aku bakal selalu ada buat ikut bersorak di setiap keberhasilanmu, terus tebar energi positif ini ya!"
bahagia,Aku merasa sangat segar dan bugar sampai-sampai aku benar-benar lupa bagaimana rasanya sedang flu.,"Pencapaianmu ini luar biasa, kamu emang pantas banget buat ngerayain momen seru ini. Aku bakal selalu ada buat ikut bersorak di setiap keberhasilanmu, terus tebar energi positif ini ya!"
marah,Aku tidak akan memberimu terlalu banyak kalau-kalau kamu merasa serakah.,"Rasa kecewa dan emosimu itu manusiawi banget, apalagi kalau usahamu nggak dihargai. Ambil waktu buat nenangin diri dulu, aku bakal selalu dukung kamu buat nemuin solusi yang terbaik."
bahagia,"Aku katakan padamu bahwa aku mencintaimu dan perasaanku tulus, sayangku.","Seru banget! Momen manis kayak gini emang paling pas buat disyukuri dan dirayain bareng-bareng. Jangan lupa kasih *reward* buat dirimu sendiri ya, kamu pantes dapetin semua kebahagiaan ini."
sedih,"Aku merasakan sakit di pembuluh darahku, sungguh sia-sia, apakah aku gila?","Aku ngerti banget ini masa yang berat buat kamu, dan gapapa kok kalau hari ini kamu ngerasa capek. Kasih waktu buat dirimu pulih, besok kita coba langkah kecil lagi karena aku yakin kamu pasti bisa."
marah,Saya merasa saya terlalu banyak khawatir tentang hal-hal sepele seperti...,"Wajar kok kalau kamu meledak, menahan rasa jengkel yang kelewat batas emang nggak baik buat kamu. Jangan biarin mereka merusak harimu terlalu lama, kamu jauh lebih berharga dari situasi yang nyebelin ini."
bahagia,Saya ingin berterima kasih kepada mereka semua karena telah memberi Jordan dan saya kesempatan untuk bersama tanpa gangguan dan membuat kami merasa sangat diterima dan dicintai.,"Seru banget! Momen manis kayak gini emang paling pas buat disyukuri dan dirayain bareng-bareng. Nikmatin perasaan damai dan seneng ini sepuasnya, semoga kebahagiaan ini menetap lama di hatimu."
bahagia,"Saya merasa ditegaskan, anggun, sensual, dan akan memiliki lebih sedikit keraguan diri ketika generasi-generasi selanjutnya","Seru banget! Momen manis kayak gini emang paling pas buat disyukuri dan dirayain bareng-bareng. Semoga hari-harimu ke depan makin banyak kejutan seru dan keberuntungan kayak gini ya, terus semangat!"
bahagia,"Saya telah menghabiskan sebagian besar waktu terjaga saya menikmati kebebasan tanpa memiliki ponsel, merasa puas akan hal itu dalam situasi di mana ponsel akan sangat membantu, dan menjawab pertanyaan-pertanyaan yang penuh ketidakpercayaan.","Segala kerja keras dan perjuanganmu akhirnya kebayar lunas ya, aku bangga banget sama kamu! Nikmatin perasaan damai dan seneng ini sepuasnya, semoga kebahagiaan ini menetap lama di hatimu."
bahagia,Aku tidak suka merasa seperti anak sekolah yang bersemangat menunggu berjam-jam hanya untuk menyentuh aluminium yang berkilauan.,"Segala kerja keras dan perjuanganmu akhirnya kebayar lunas ya, aku bangga banget sama kamu! Aku bakal selalu ada buat ikut bersorak di setiap keberhasilanmu, terus tebar energi positif ini ya!"
marah,"Aku merasa sangat serakah, sangat membutuhkan, sangat tak berdaya.","Aku paham banget kenapa kamu merasa sekesal ini, wajar kalau kamu marah karena situasinya memang nggak adil. Keluarin aja semua unek-unekmu sampai lega, habis itu kita pakai energimu buat hal yang lebih positif ya."
sedih,ketika saya mendengar peraturan terakhir pemerintah sosialis mengenai pensiun,"Nggak apa-apa kalau kamu butuh waktu buat nangis atau istirahat sebentar dari semuanya. Meskipun sekarang rasanya gelap banget, pelan-pelan pasti bakal ada titik terangnya kok, semangat ya!"
sedih,"Aku merasa sangat buruk, katanya.","Aku ngerti banget ini masa yang berat buat kamu, dan gapapa kok kalau hari ini kamu ngerasa capek. Jangan ragu buat cerita kapan pun kamu butuh teman, karena kamu selalu punya tempat buat bersandar."
bahagia,Akhirnya aku sudah menentukan pemain untuk pertunjukan studioku dan rasanya luar biasa!,"Pencapaianmu ini luar biasa, kamu emang pantas banget buat ngerayain momen seru ini. Semoga hari-harimu ke depan makin banyak kejutan seru dan keberuntungan kayak gini ya, terus semangat!"
sedih,Saya merasa sangat murung dan bingung.,"Wajar banget kalau kamu merasa hancur atau kecewa, perasaan sedihmu itu valid kok. Kasih waktu buat dirimu pulih, besok kita coba langkah kecil lagi karena aku yakin kamu pasti bisa."
bahagia,Saya merasa sangat bersemangat tentang hal itu.,"Pencapaianmu ini luar biasa, kamu emang pantas banget buat ngerayain momen seru ini. Nikmatin perasaan damai dan seneng ini sepuasnya, semoga kebahagiaan ini menetap lama di hatimu."
sedih,"Aku merasa tidak berharga dan tidak berarti, dan aku merasa seperti orang ketiga, bahkan bukan yang kedua, di mana-mana.","Aku tahu beban yang lagi kamu pikul ini berat banget, dan kamu udah berusaha sebaik mungkin. Jangan ragu buat cerita kapan pun kamu butuh teman, karena kamu selalu punya tempat buat bersandar."
bahagia,Saya merasakan emosi ini ketika nama saya diumumkan di radio bahwa saya terpilih untuk datang ke Sekolah Ilmu Kesehatan Lilongwe untuk mengikuti kursus pelatihan sebagai asisten medis.,"Pencapaianmu ini luar biasa, kamu emang pantas banget buat ngerayain momen seru ini. Nikmatin perasaan damai dan seneng ini sepuasnya, semoga kebahagiaan ini menetap lama di hatimu."
bahagia,"Saya merasa lebih unggul daripada wanita yang meninggalkan suami mereka yang pecandu alkohol; saya lebih kuat dan lebih saleh, dan saya tidak akan pernah melakukan itu.","Pencapaianmu ini luar biasa, kamu emang pantas banget buat ngerayain momen seru ini. Jangan lupa kasih *reward* buat dirimu sendiri ya, kamu pantes dapetin semua kebahagiaan ini."
marah,Saya sangat bersimpati kepada para wanita yang harus bekerja dengan orang-orang menyebalkan ini.,"Denger ceritamu, siapapun pasti bakal ikutan gondok dan ngerasa muak sama situasi kayak gini. Ambil waktu buat nenangin diri dulu, aku bakal selalu dukung kamu buat nemuin solusi yang terbaik."
bahagia,"Saya tidak perlu minum sebanyak orang yang menjalani USG beberapa minggu atau sebelumnya, tetapi tetap saja cukup membuat saya merasa sangat ingin ke toilet di akhir pemeriksaan.","Alhamdulillah! Denger cerita bahagiamu bikin aku ikut ngerasain energi positif yang luar biasa. Jangan lupa kasih *reward* buat dirimu sendiri ya, kamu pantes dapetin semua kebahagiaan ini."
bahagia,"Menurut saya, mengonsumsi Chex Party Mix buatan sendiri untuk sarapan selama liburan sangatlah wajar mengingat sebagian besar isinya adalah sereal.","Pencapaianmu ini luar biasa, kamu emang pantas banget buat ngerayain momen seru ini. Aku bakal selalu ada buat ikut bersorak di setiap keberhasilanmu, terus tebar energi positif ini ya!"
bahagia,"Saya merasa mereka tidak menganggapnya tulus padahal sebenarnya tulus, katanya kepada kami secara eksklusif.","Segala kerja keras dan perjuanganmu akhirnya kebayar lunas ya, aku bangga banget sama kamu! Nikmatin perasaan damai dan seneng ini sepuasnya, semoga kebahagiaan ini menetap lama di hatimu."
cemas,"Lagu ini selalu terngiang-ngiang di kepala saya setelah terjadi pemboman atau insiden, dan saya merasa agak aneh karena jika Anda tidak benar-benar memperhatikan liriknya, lagu ini terdengar sangat gembira, bukan jenis lagu yang seharusnya Anda senandungkan di hari-hari yang sulit.","Pasti rasanya nggak enak banget ya ngerasa panik dan deg-degan kayak gini. Kapan pun kamu butuh bantuan buat nenangin pikiran, aku siap dengerin ceritamu sampai kamu merasa baikan."
bahagia,"Saya merasa komentar atau pendapat saya tulus, tetapi beberapa orang salah memahami maksudnya.","Seru banget! Momen manis kayak gini emang paling pas buat disyukuri dan dirayain bareng-bareng. Semoga hari-harimu ke depan makin banyak kejutan seru dan keberuntungan kayak gini ya, terus semangat!"
marah,"Maaf, aku sedang merasa sedikit judes. Seorang wanita berpenampilan norak masuk dan duduk di sebelahku.","Denger ceritamu, siapapun pasti bakal ikutan gondok dan ngerasa muak sama situasi kayak gini. Keluarin aja semua unek-unekmu sampai lega, habis itu kita pakai energimu buat hal yang lebih positif ya."
bahagia,Saya merasa serial Charmed memberi saya kesempatan untuk menghabiskan beberapa tahun ketika putra-putra saya masih sangat kecil di rumah bersama mereka.,"Alhamdulillah! Denger cerita bahagiamu bikin aku ikut ngerasain energi positif yang luar biasa. Aku bakal selalu ada buat ikut bersorak di setiap keberhasilanmu, terus tebar energi positif ini ya!"
sedih,Aku sangat bahagia tapi aku merasa sangat lelah.,"Wajar banget kalau kamu merasa hancur atau kecewa, perasaan sedihmu itu valid kok. Meskipun sekarang rasanya gelap banget, pelan-pelan pasti bakal ada titik terangnya kok, semangat ya!"
sedih,Aku merasakan semacam kesedihan yang mendalam karenanya.,"Nggak apa-apa kalau kamu butuh waktu buat nangis atau istirahat sebentar dari semuanya. Kamu nggak sendirian ngelewatin ini, aku ada di sini buat nemenin kamu pelan-pelan bangkit lagi ya."
cemas,"Saya merasa sangat tidak nyaman dengan cara pengemudi itu terlalu sering menunduk melihat ponsel. Saya berteriak, ""Fokus pada tujuan!""","Nggak apa-apa merasa gugup, itu tanda kalau kamu peduli sama hal yang lagi kamu hadapi ini. Kamu jauh lebih kuat dari rasa takutmu, dan aku yakin banget kamu bisa ngelewatin ini semua."
bahagia,"Saya sengaja membiarkan campuran beraroma jeruknya berwarna putih, tetapi Anda bebas mewarnainya jika mau.","Wah, ikut seneng banget dengar kabar baik dari kamu hari ini, senyummu nular banget! Jangan lupa kasih *reward* buat dirimu sendiri ya, kamu pantes dapetin semua kebahagiaan ini."
bahagia,Saya selalu menghargai itu dan silakan menjadi pengikut dan kembali berkunjung lagi segera.,"Seru banget! Momen manis kayak gini emang paling pas buat disyukuri dan dirayain bareng-bareng. Jangan lupa kasih *reward* buat dirimu sendiri ya, kamu pantes dapetin semua kebahagiaan ini."
bahagia,Saya pergi dengan perasaan puas karena Donna tahu apa yang dia lakukan dan saya berada di tangan yang tepat.,"Wah, ikut seneng banget dengar kabar baik dari kamu hari ini, senyummu nular banget! Nikmatin perasaan damai dan seneng ini sepuasnya, semoga kebahagiaan ini menetap lama di hatimu."
cemas,"Aku mulai merasa tidak nyaman di sekitar teman-teman priaku yang heteroseksual, terutama setelah salah satu dari mereka mabuk dan mencoba merayuku dengan memegang pinggangku sambil membisikkan kata-kata manis di telingaku di sebuah pesta minggu itu.","Pasti rasanya nggak enak banget ya ngerasa panik dan deg-degan kayak gini. Semuanya bakal baik-baik aja kok, kamu udah pernah ngelewatin masa sulit sebelumnya dan kali ini pun pasti bisa."
cemas,Aku merasa tidak nyaman di sini.,"Pasti rasanya nggak enak banget ya ngerasa panik dan deg-degan kayak gini. Kamu jauh lebih kuat dari rasa takutmu, dan aku yakin banget kamu bisa ngelewatin ini semua."
bahagia,"Saya sebenarnya bisa melakukan lebih banyak, tetapi saya merasa lelah dengan cara yang menyenangkan dan berkeringat banyak, jadi saya berhenti sampai di situ.","Seru banget! Momen manis kayak gini emang paling pas buat disyukuri dan dirayain bareng-bareng. Aku bakal selalu ada buat ikut bersorak di setiap keberhasilanmu, terus tebar energi positif ini ya!"
sedih,Saya sama sekali tidak merasa tidak diterima di partai saya dan pandangan saya bukanlah hal yang tidak lazim.,"Dengar ceritamu, aku bisa ngerasain betapa melelahkannya situasi yang lagi kamu hadapin sekarang. Meskipun sekarang rasanya gelap banget, pelan-pelan pasti bakal ada titik terangnya kok, semangat ya!"
bahagia,"Aku merasa seperti orang yang sangat kaya, seperti saat aku bisa minum Goldschlager haha.","Segala kerja keras dan perjuanganmu akhirnya kebayar lunas ya, aku bangga banget sama kamu! Jangan lupa kasih *reward* buat dirimu sendiri ya, kamu pantes dapetin semua kebahagiaan ini."
marah,"Menurutku, mengatakan bahwa dia lebih baik daripada semua pria lainnya itu tidak sopan.","Wajar kok kalau kamu meledak, menahan rasa jengkel yang kelewat batas emang nggak baik buat kamu. Jangan biarin mereka merusak harimu terlalu lama, kamu jauh lebih berharga dari situasi yang nyebelin ini."
bahagia,Saya merasa diterima karena kondisi saya.,"Seru banget! Momen manis kayak gini emang paling pas buat disyukuri dan dirayain bareng-bareng. Aku bakal selalu ada buat ikut bersorak di setiap keberhasilanmu, terus tebar energi positif ini ya!"
bahagia,Aku tidak merasa beruntung dan sampai sekarang pun masih tidak merasa beruntung.,"Seru banget! Momen manis kayak gini emang paling pas buat disyukuri dan dirayain bareng-bareng. Semoga hari-harimu ke depan makin banyak kejutan seru dan keberuntungan kayak gini ya, terus semangat!"
cemas,Aku berhasil mempelajari kembali perasaan tidak aman.,"Tarik napas pelan-pelan ya, wajar banget kalau kamu merasa kewalahan dengan semua ketidakpastian ini. Yuk, coba fokus ke hal-hal kecil yang bisa kamu kontrol hari ini aja, pelan-pelan pasti badainya reda."
cemas,"Maksudku, idenya memang memabukkan dan rasanya luar biasa saat itu terjadi, tapi apa yang terjadi di pagi hari saat kamu bangun dan harus pergi kerja, dan si anu terus-menerus mengganggu kamu tentang sesuatu yang sama sekali tidak praktis?","Aku ngerti kamu lagi takut dan overthinking, wajar kok kalau sesekali kita merasa kewalahan. Semuanya bakal baik-baik aja kok, kamu udah pernah ngelewatin masa sulit sebelumnya dan kali ini pun pasti bisa."
bahagia,Saat ini aku aktif di banyak sekali media sosial dan terkadang aku merasa sudah kehabisan kata-kata.,"Segala kerja keras dan perjuanganmu akhirnya kebayar lunas ya, aku bangga banget sama kamu! Aku bakal selalu ada buat ikut bersorak di setiap keberhasilanmu, terus tebar energi positif ini ya!"
bahagia,"Aku merasa seharusnya aku menjalani gaya hidup gemerlap ala bintang rock, tapi setidaknya aku ingin menghabiskan sepertiga hidupku untuk melakukan sesuatu yang menurutku bermanfaat.","Segala kerja keras dan perjuanganmu akhirnya kebayar lunas ya, aku bangga banget sama kamu! Jangan lupa kasih *reward* buat dirimu sendiri ya, kamu pantes dapetin semua kebahagiaan ini."
marah,"Saya sering merasa gelisah, saya berada di antara kemampuan berbicara yang lancar dan ketidakjelasan.","Aku paham banget kenapa kamu merasa sekesal ini, wajar kalau kamu marah karena situasinya memang nggak adil. Keluarin aja semua unek-unekmu sampai lega, habis itu kita pakai energimu buat hal yang lebih positif ya."
cemas,Aku mulai merasa sedikit kewalahan karena tahu aku masih harus membuat,"Pasti rasanya nggak enak banget ya ngerasa panik dan deg-degan kayak gini. Yuk, coba fokus ke hal-hal kecil yang bisa kamu kontrol hari ini aja, pelan-pelan pasti badainya reda."
sedih,"Aku tidak tahu bagaimana pendapatmu, tapi terkadang aku merasa dunia ini sangat bermasalah, bermasalah secara patologis.","Dengar ceritamu, aku bisa ngerasain betapa melelahkannya situasi yang lagi kamu hadapin sekarang. Peluk jauh dari sini, semoga hari esok bisa ngasih sedikit rasa lega buat hatimu yang lagi capek."
cemas,Saya merasa mereka menghidupkan karakter-karakter tersebut sepenuhnya dan saya selalu agak terkejut dengan apa yang dilakukan para aktor bersama-sama.,"Nggak apa-apa merasa gugup, itu tanda kalau kamu peduli sama hal yang lagi kamu hadapi ini. Nggak perlu buru-buru cari semua jawaban sekarang, pelan-pelan aja dan aku bakal temenin kamu."
sedih,Aku merasa bingung kadang-kadang itu membuatku merasa tidak berguna.,"Dengar ceritamu, aku bisa ngerasain betapa melelahkannya situasi yang lagi kamu hadapin sekarang. Jangan ragu buat cerita kapan pun kamu butuh teman, karena kamu selalu punya tempat buat bersandar."
sedih,"Aku merasa sangat sedih karena kehilangan anak itu, dan kemudian merasa bersalah karena perananku sebagai orang tua dan istri selama beberapa bulan terakhir ini jauh di bawah standar.","Dengar ceritamu, aku bisa ngerasain betapa melelahkannya situasi yang lagi kamu hadapin sekarang. Meskipun sekarang rasanya gelap banget, pelan-pelan pasti bakal ada titik terangnya kok, semangat ya!"
